20
15
20
4;9
0;2
1;2
1;3
4;7
15
2;13
13;1
5;7
12;11
3;2
5;6
8;9
6;13
2;6
3;8
12;2
1;0
6;8
13;3
7;11
11;16
15
2;11
7;4
12;8
2;13
13;1
9;6
9;14
11;11
0;0
2;8
7;0
14;11
11;10
3;12
0;14
1;2
15
7;6
7;9
6;0
0;14
6;5
2;7
8;9
12;1
14;1
1;11
14;7
2;10
13;13
10;14
0;9
8;19
15
14;8
7;1
9;2
9;0
13;13
11;9
1;3
9;3
11;5
1;12
13;12
4;9
11;3
6;7
12;0
8;13
15
4;7
12;0
11;4
7;5
2;12
0;1
7;11
11;8
14;1
10;10
9;0
2;13
4;2
12;13
8;3
10;16
15
9;9
4;4
6;1
4;13
5;12
9;8
3;3
11;3
6;5
3;10
13;6
7;13
8;0
4;8
5;13
7;15
15
6;1
2;13
8;11
13;3
4;2
3;9
13;13
11;9
5;11
8;5
10;2
5;9
1;11
14;7
5;12
3;17
15
13;7
6;4
12;14
11;13
14;8
4;14
1;6
5;14
3;9
14;12
10;13
12;2
4;0
12;7
6;6
12;16
15
11;12
0;13
5;8
6;7
5;7
4;0
14;10
9;6
9;14
14;9
13;13
13;5
2;5
13;0
5;9
16;19
15
7;4
4;12
2;3
4;8
7;8
3;6
13;6
11;9
14;0
2;12
6;11
6;1
3;8
2;8
6;4
0;10
15
2;3
2;2
10;5
1;5
5;1
2;10
7;8
11;4
0;6
10;13
9;12
14;13
2;8
12;9
4;7
1;9
15
10;8
11;2
5;9
5;5
12;13
6;5
4;9
4;1
10;14
2;12
5;11
14;3
0;7
12;4
8;7
13;17
15
2;6
14;14
0;2
5;1
11;7
5;7
6;11
13;8
5;13
4;9
4;3
3;3
8;14
8;3
5;14
12;18
15
4;10
7;6
1;1
6;9
12;1
12;7
3;7
6;5
2;3
10;10
2;5
14;3
7;7
8;13
8;0
8;14
15
4;14
2;6
13;9
2;8
7;10
1;10
2;11
2;1
7;8
2;7
0;14
4;6
10;9
9;14
1;2
0;11
15
11;2
11;13
10;4
8;8
1;7
4;5
4;8
2;2
12;12
6;1
6;6
3;11
9;2
12;7
13;5
14;19
15
0;3
13;12
4;11
7;10
11;5
12;2
12;12
5;8
5;14
11;3
11;9
12;7
5;10
7;0
5;11
5;15
15
12;2
11;11
14;14
3;0
5;12
10;11
3;6
0;13
4;5
11;12
5;4
4;14
3;2
0;9
2;4
**************************************************
20
15
20
12;15
15
0;14
9;9
14;2
4;7
13;4
10;1
9;2
1;12
13;3
14;5
7;3
5;9
8;9
0;2
4;10
6;15
15
8;14
0;5
9;4
3;10
9;10
10;0
4;13
14;6
10;1
8;6
10;9
6;0
1;9
10;4
4;10
4;9
15
4;2
6;1
4;3
12;9
5;1
8;11
10;4
0;6
2;10
4;6
10;13
5;9
2;4
3;5
7;12
6;10
15
10;4
8;10
1;3
13;11
12;11
3;5
8;3
0;8
9;8
10;3
12;14
14;7
8;5
1;5
13;14
5;13
15
8;10
0;12
1;12
11;7
1;14
9;4
1;7
4;9
1;3
12;8
12;13
9;5
10;11
8;1
3;6
8;14
15
6;13
10;7
7;9
9;11
2;13
1;10
13;3
1;7
1;2
7;7
8;7
0;1
8;10
0;13
4;5
16;19
15
3;7
11;6
4;12
9;11
5;10
3;8
11;7
7;2
11;14
4;1
5;3
0;4
12;12
12;2
5;4
2;5
15
9;13
8;8
8;4
2;1
7;8
5;1
12;14
1;11
6;5
8;1
14;2
2;4
8;9
0;12
11;1
8;9
15
12;13
1;10
2;9
4;9
13;8
4;13
12;5
8;11
11;11
9;2
2;8
0;14
13;13
2;12
4;7
7;11
15
8;10
14;14
9;13
7;3
14;5
7;10
10;11
1;4
4;2
13;10
5;11
7;0
5;1
7;14
9;6
3;4
15
5;13
6;7
0;3
12;10
3;3
11;2
7;9
8;5
3;6
9;3
4;1
5;6
10;5
7;12
14;2
2;7
15
8;3
7;0
4;9
1;14
11;5
4;11
3;8
1;9
5;3
14;12
9;1
1;6
0;3
10;13
11;9
5;15
15
0;11
11;11
9;11
11;13
13;11
6;8
14;5
5;5
8;6
2;7
7;6
12;4
4;9
4;0
7;4
10;15
15
12;1
2;10
14;2
14;10
9;7
10;9
4;10
1;0
10;7
12;0
7;0
11;1
7;6
5;2
4;14
6;18
15
8;9
10;7
12;1
13;1
7;8
1;9
7;2
0;7
12;2
6;10
7;9
11;12
6;12
12;3
9;10
0;4
15
5;11
6;8
1;8
4;9
6;7
6;3
9;11
12;13
1;14
11;3
12;2
0;8
14;10
8;0
2;11
1;11
15
13;14
1;14
6;6
2;3
10;7
4;10
7;9
5;14
10;1
1;11
5;5
0;3
9;14
14;5
4;4
0;7
15
12;3
7;4
11;1
6;10
6;1
14;7
3;0
8;13
12;12
8;4
4;7
11;0
9;11
1;13
6;12
3;13
15
3;9
3;2
4;8
1;2
0;6
1;3
14;14
10;5
7;0
11;0
4;12
14;7
10;6
6;14
1;1
6;16
15
7;9
3;7
7;14
8;2
8;14
11;6
12;10
10;10
13;6
1;14
4;14
13;5
6;8
12;6
3;1
**************************************************
